Index,LocID,Location,ISO3_Code,LocType,LocTypeName,RegID,RegName,AreaID,AreaName,MoreDev,LessDev,LeastDev,oLessDev,WPPAIDS,HIVprev2011,HIVprev11_LT01,HIVprev11_0105,HIVprev11_0510,HIVprev11_1020,HIVprev11_GT20,MaxHIV,YearMaxHIV,LagYearMaxHIV,HIV2009_UNAIDS2010,HIV2009_UNAIDS2012,HIV2009_PercDiff,TotPop2013LessThan90k
178,438,Liechtenstein,LIE,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
179,442,Luxembourg,LUX,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.29205,1,0,0,0,0,0.29511,2011,0,0.3,0.29511,-1.63,0
180,492,Monaco,MCO,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
181,528,Netherlands,NLD,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.23909,1,0,0,0,0,0.24264,2011,0,0.2,0.24264,21.32,0
182,756,Switzerland,CHE,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.39154,1,0,0,0,0,0.39951,2011,0,0.4,0.39951,-0.1225,0
183,904,LATIN AMERICA AND THE CARIBBEAN,,2,Major Area,904,Latin America and the Caribbean,900,World,,,,,,,,,,,,,,,,,,
184,915,Caribbean,,3,Region,915,Caribbean,904,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,
185,660,Anguilla,AIA,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
186,28,Antigua and Barbuda,ATG,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
187,533,Aruba,ABW,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
188,44,Bahamas,BHS,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,1,2.9,0,1,0,0,0,4.04,1993,18,3.1,2.76,-10.96774194,0
189,52,Barbados,BRB,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,0.86529,1,0,0,0,0,0.86957,2010,1,1.4,0.86704,-38.06857143,0
190,92,British Virgin Islands,VGB,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
191,535,Caribbean Netherlands,BES,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
192,136,Cayman Islands,CYM,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
193,192,Cuba,CUB,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,0.13399,1,0,0,0,0,0.17028,2011,0,0.1,0.17028,70.28,0
194,531,Curaçao,CUW,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
195,212,Dominica,DMA,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
196,214,Dominican Republic,DOM,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,0.75778,1,0,0,0,0,1.04,1998,13,0.9,0.71024,-21.08444444,0
197,308,Grenada,GRD,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
198,312,Guadeloupe,GLP,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
199,332,Haiti,HTI,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,1,0,1,1.9,0,1,0,0,0,3.3,1993,18,1.9,1.8,-5.263157895,0
200,388,Jamaica,JAM,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,1,1.84,0,1,0,0,0,2.53,1998,13,1.7,1.78,4.705882353,0
201,474,Martinique,MTQ,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
202,500,Montserrat,MSR,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
203,630,Puerto Rico,PRI,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
204,659,Saint Kitts and Nevis,KNA,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
205,662,Saint Lucia,LCA,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
206,670,Saint Vincent and the Grenadines,VCT,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
207,534,Sint Maarten (Dutch part),SXM,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
208,780,Trinidad and Tobago,TTO,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,1.47,0,1,0,0,0,1.47,2009,2,1.5,1.47,-2,0
209,796,Turks and Caicos Islands,TCA,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
210,850,United States Virgin Islands,VIR,4,Country/Area,915,Caribbean,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
211,916,Central America,,3,Region,916,Central America,904,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,
212,84,Belize,BLZ,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,1,2.39,0,1,0,0,0,2.39,2004,7,2.3,2.28,-0.869565217,0
213,188,Costa Rica,CRI,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,0,0.28373,1,0,0,0,0,0.28747,2011,0,0.3,0.28747,-4.176666667,0
214,222,El Salvador,SLV,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,0,0.56311,1,0,0,0,0,0.62617,2011,0,0.8,0.62617,-21.72875,0
215,320,Guatemala,GTM,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,0,0.68474,1,0,0,0,0,0.79174,2011,0,0.8,0.79174,-1.0325,0
216,340,Honduras,HND,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,1,0.74641,1,0,0,0,0,2.81,1995,16,0.8,0.63916,-20.105,0
217,484,Mexico,MEX,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,0,0.24555,1,0,0,0,0,0.24555,2009,2,0.3,0.24459,-18.47,0
218,558,Nicaragua,NIC,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,0,0.16997,1,0,0,0,0,0.20943,2011,0,0.2,0.20943,4.715,0
219,591,Panama,PAN,4,Country/Area,916,Central America,904,Latin America and the Caribbean,0,1,0,1,0,0.84148,1,0,0,0,0,1.6,1997,14,0.9,0.76621,-14.86555556,0
220,931,South America,,3,Region,931,South America,904,Latin America and the Caribbean,,,,,,,,,,,,,,,,,,
221,32,Argentina,ARG,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.36404,1,0,0,0,0,0.37131,2011,0,0.5,0.37131,-25.738,0
222,68,Bolivia (Plurinational State of),BOL,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.29052,1,0,0,0,0,0.60877,1989,22,0.2,0.25903,29.515,0
223,76,Brazil,BRA,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.3432,1,0,0,0,0,0.3947,2000,11,[0.3 – 0.6],0.32873,,0
224,152,Chile,CHL,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.47195,1,0,0,0,0,0.48404,2004,7,0.4,0.4613,15.325,0
225,170,Colombia,COL,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.52854,1,0,0,0,0,0.54424,2004,7,0.5,0.51495,2.99,0
226,218,Ecuador,ECU,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.41639,1,0,0,0,0,0.44218,2004,7,0.4,0.40513,1.2825,0
227,238,Falkland Islands (Malvinas),FLK,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,1
228,254,French Guiana,GUF,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,,,,,,,,,,,,,0
229,328,Guyana,GUY,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,1.22,0,1,0,0,0,1.92,2000,11,1.2,1.06,-11.66666667,0
230,600,Paraguay,PRY,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.2677,1,0,0,0,0,0.32625,2011,0,0.3,0.32625,8.75,0
231,604,Peru,PER,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.39945,1,0,0,0,0,0.57045,1997,14,0.4,0.40438,1.095,0
232,740,Suriname,SUR,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,1,1.16,0,1,0,0,0,3.33,1996,15,1,0.95151,-4.849,0
233,858,Uruguay,URY,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.59629,1,0,0,0,0,0.63104,2005,6,0.5,0.59998,19.996,0
234,862,Venezuela (Bolivarian Republic of),VEN,4,Country/Area,931,South America,904,Latin America and the Caribbean,0,1,0,1,0,0.52206,1,0,0,0,0,0.54559,2011,0,,0.54559,,0
235,905,NORTHERN AMERICA,,2,Major Area,905,Northern America,900,World,,,,,,,,,,,,,,,,,,
236,60,Bermuda,BMU,4,Country/Area,905,Northern America,905,Northern America,1,0,0,0,0,,,,,,,,,,,,,1
237,124,Canada,CAN,4,Country/Area,905,Northern America,905,Northern America,1,0,0,0,0,0.31047,1,0,0,0,0,0.31909,2011,0,0.2,0.31909,59.545,0
238,304,Greenland,GRL,4,Country/Area,905,Northern America,905,Northern America,1,0,0,0,0,,,,,,,,,,,,,1
239,666,Saint Pierre and Miquelon,SPM,4,Country/Area,905,Northern America,905,Northern America,1,0,0,0,0,,,,,,,,,,,,,1
240,840,United States of America,USA,4,Country/Area,905,Northern America,905,Northern America,1,0,0,0,0,0.65447,1,0,0,0,0,0.65483,2010,1,0.6,0.65384,8.973333333,0
241,909,OCEANIA,,2,Major Area,909,Oceania,900,World,,,,,,,,,,,,,,,,,,
242,927,Australia/New Zealand,,3,Region,927,Australia/New Zealand,909,Oceania,,,,,,,,,,,,,,,,,,
243,36,Australia,AUS,4,Country/Area,927,Australia/New Zealand,909,Oceania,1,0,0,0,0,0.15751,1,0,0,0,0,0.16474,2011,0,0.1,0.16474,64.74,0
244,554,New Zealand,NZL,4,Country/Area,927,Australia/New Zealand,909,Oceania,1,0,0,0,0,0.09472,1,0,0,0,0,0.09969,2011,0,0.1,0.09969,-0.31,0
245,928,Melanesia,,3,Region,928,Melanesia,909,Oceania,,,,,,,,,,,,,,,,,,
246,242,Fiji,FJI,4,Country/Area,928,Melanesia,909,Oceania,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
247,540,New Caledonia,NCL,4,Country/Area,928,Melanesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,0
248,598,Papua New Guinea,PNG,4,Country/Area,928,Melanesia,909,Oceania,0,1,0,1,0,0.69572,1,0,0,0,0,0.7797,2002,9,0.9,0.68157,-24.27,0
249,90,Solomon Islands,SLB,4,Country/Area,928,Melanesia,909,Oceania,0,1,1,0,0,,,,,,,,,,,,,0
250,548,Vanuatu,VUT,4,Country/Area,928,Melanesia,909,Oceania,0,1,1,0,0,,,,,,,,,,,,,0
251,954,Micronesia,,3,Region,954,Micronesia,909,Oceania,,,,,,,,,,,,,,,,,,
252,316,Guam,GUM,4,Country/Area,954,Micronesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,0
253,296,Kiribati,KIR,4,Country/Area,954,Micronesia,909,Oceania,0,1,1,0,0,,,,,,,,,,,,,0
254,584,Marshall Islands,MHL,4,Country/Area,954,Micronesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
255,583,Micronesia (Fed. States of),FSM,4,Country/Area,954,Micronesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,0
256,520,Nauru,NRU,4,Country/Area,954,Micronesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
257,580,Northern Mariana Islands,MNP,4,Country/Area,954,Micronesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
258,585,Palau,PLW,4,Country/Area,954,Micronesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
259,957,Polynesia,,3,Region,957,Polynesia,909,Oceania,,,,,,,,,,,,,,,,,,
260,16,American Samoa,ASM,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
261,184,Cook Islands,COK,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
262,258,French Polynesia,PYF,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,0
263,570,Niue,NIU,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
264,882,Samoa,WSM,4,Country/Area,957,Polynesia,909,Oceania,0,1,1,0,0,,,,,,,,,,,,,0
265,772,Tokelau,TKL,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
266,776,Tonga,TON,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,0
267,798,Tuvalu,TUV,4,Country/Area,957,Polynesia,909,Oceania,0,1,1,0,0,,,,,,,,,,,,,1
268,876,Wallis and Futuna Islands,WLF,4,Country/Area,957,Polynesia,909,Oceania,0,1,0,1,0,,,,,,,,,,,,,1
